metric,rmse,rmse,rmse,rmse,rmse,rmse,rmse,rmse,ssim,ssim,ssim,ssim,ssim,ssim,ssim,ssim,rmse,rmse,rmse,rmse,rmse,rmse,ssim,ssim,ssim,ssim,ssim,ssim
output,beetle-1,input,nlm,paper_input,paper_network,planaria-1,planaria-3,planaria-4,beetle-1,input,nlm,paper_input,paper_network,planaria-1,planaria-3,planaria-4,beetle-1,input,nlm,planaria-1,planaria-3,planaria-4,beetle-1,input,nlm,planaria-1,planaria-3,planaria-4
condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condition_1,0.06538,0.21048000000000003,0.1766,0.08384,0.03768,0.02868,0.02895,0.03184,0.60107,0.11773,0.29578000000000004,0.21176,0.7077399999999999,0.90556,0.90007,0.87298,0.01124,0.04682,0.049089999999999995,0.005529999999999999,0.0054399999999999995,0.00605,0.0629,0.05579,0.12494000000000001,0.039619999999999995,0.03807,0.055920000000000004
condition_2,0.07716,0.26055,,0.08818,0.03942,0.03607,0.03662,0.036610000000000004,0.50297,0.08548,,0.17071,0.70803,0.8442799999999999,0.87815,0.86077,0.00979,0.05214,,0.006529999999999999,0.006409999999999999,0.00685,0.09275,0.04526,,0.05925,0.04353,0.029960000000000004
condition_3,0.28242,0.34852,,0.09103,0.0478,0.05467999999999999,0.055139999999999995,0.05828,0.12025,0.053029999999999994,,0.14415,0.6097199999999999,0.65758,0.68133,0.65351,0.06907999999999999,0.0594,,0.01655,0.02648,0.02206,0.0562,0.03269,,0.13846,0.15715,0.154
