metric,rmse,rmse,rmse,rmse,rmse,rmse,rmse,rmse,rmse,ssim,ssim,ssim,ssim,ssim,ssim,ssim,ssim,ssim
output,beetle-1,beetle-2,input,nlm,paper_input,paper_network,planaria-1,planaria-3,planaria-4,beetle-1,beetle-2,input,nlm,paper_input,paper_network,planaria-1,planaria-3,planaria-4
condition,,,,,,,,,,,,,,,,,,
condition_1,0.15899000000000002,0.16962,0.15922,0.15954000000000002,0.09556,0.033010000000000005,0.15237,0.15350999999999998,0.14287,0.16884000000000002,0.06984,0.07715,0.08183,0.17048,0.8827799999999999,0.11062999999999999,0.10311,0.15098
condition_2,0.12944,0.13844,0.12552,0.12686,0.0891,0.027510000000000003,0.11953,0.12155,0.1114,0.2916,0.11990999999999999,0.12712,0.13427999999999998,0.22930999999999999,0.9067,0.19435999999999998,0.1828,0.25372
condition_3,0.10228,0.10889000000000001,0.09226000000000001,0.095,0.07629,0.02356,0.08832999999999999,0.09206,0.08269,0.50745,0.23031999999999997,0.23385,0.24528000000000003,0.36174,0.92217,0.36839,0.34747,0.44856
